z,ds,Channel 3,Channel 4,Channel 5,Channel 6
0.262847,0.252826,0.000000,-0.007877,0.037759,-0.041764
0.262838,0.252818,0.000000,-0.007880,0.034040,-0.020596
0.262888,0.252868,0.000000,-0.007843,0.037759,-0.032038
0.262890,0.252869,0.000000,-0.007844,0.037759,-0.010870
0.262883,0.252862,0.000000,-0.007850,0.037759,-0.062932
0.262883,0.252863,0.000000,-0.007859,0.018021,-0.032038
0.262845,0.252825,0.000000,-0.007883,0.014303,-0.051490
0.262832,0.252811,0.000000,-0.007907,0.037759,-0.032038
0.262774,0.252753,0.000000,-0.007961,0.034040,-0.072658
0.262754,0.252734,0.000000,-0.007976,0.054064,-0.041764
0.262747,0.252726,0.000000,-0.007981,0.037759,-0.032038
0.262741,0.252720,0.000000,-0.008002,0.034040,-0.020596
0.262715,0.252695,0.000000,-0.008014,0.037759,-0.051490
0.262701,0.252680,0.000000,-0.008020,0.057783,-0.030322
0.262654,0.252633,0.000000,-0.008079,0.037759,-0.020596
0.262603,0.252583,0.000000,-0.008126,0.057783,-0.020596
0.262608,0.252588,0.000000,-0.008141,0.034040,-0.053206
0.262593,0.252572,0.000000,-0.008129,0.037759,-0.062932
0.262554,0.252533,0.000000,-0.008179,0.018021,-0.030322
0.262553,0.252532,0.000000,-0.008150,0.018021,-0.062932
0.262580,0.252560,0.000000,-0.008151,0.034040,-0.062932
0.262585,0.252564,0.000000,-0.008152,0.034040,-0.062932
0.262558,0.252537,0.000000,-0.008184,0.014303,-0.051490
0.262567,0.252546,0.000000,-0.008176,0.041764,-0.041764
0.262565,0.252544,0.000000,-0.008153,0.014303,-0.020596
0.262527,0.252506,0.000000,-0.008200,0.034040,-0.062932
0.262470,0.252449,0.000000,-0.008263,0.034040,-0.053206
0.262434,0.252413,0.000000,-0.008289,0.018021,-0.041764
0.262419,0.252398,0.000000,-0.008295,0.037759,-0.020596
0.262428,0.252407,0.000000,-0.008303,0.034040,-0.051490
0.262392,0.252371,0.000000,-0.008332,0.018021,-0.020596
0.262383,0.252362,0.000000,-0.008351,0.030322,-0.051490
0.262351,0.252330,0.000000,-0.008386,0.034040,-0.020596
0.262336,0.252316,0.000000,-0.008403,0.010584,-0.020596
0.262292,0.252272,0.000000,-0.008436,0.034040,-0.030322
0.262255,0.252235,0.000000,-0.008481,0.037759,-0.032038
0.262217,0.252197,0.000000,-0.008508,0.054064,-0.062932
0.262204,0.252183,0.000000,-0.008539,0.014303,-0.051490
0.262157,0.252137,0.000000,-0.008565,0.030322,-0.051490
0.262157,0.252136,0.000000,-0.008571,0.010584,-0.051490
0.262135,0.252114,0.000000,-0.008591,0.018021,-0.032038
0.262113,0.252093,0.000000,-0.008614,0.037759,-0.062932
0.262095,0.252075,0.000000,-0.008650,0.037759,-0.062932
0.262034,0.252014,0.000000,-0.008697,0.037759,-0.062932
0.262019,0.251998,0.000000,-0.008712,0.037759,-0.053206
0.261973,0.251953,0.000000,-0.008761,0.034040,-0.072658
0.261926,0.251906,0.000000,-0.008805,0.030322,-0.030322
0.261915,0.251894,0.000000,-0.008822,0.034040,-0.032038
0.261881,0.251860,0.000000,-0.008851,0.034040,-0.072658
0.261868,0.251848,0.000000,-0.008872,0.034040,-0.062932
0.261825,0.251804,0.000000,-0.008896,0.034040,-0.093826
0.261789,0.251768,0.000000,-0.008946,0.037759,-0.041764
0.261756,0.251735,0.000000,-0.008966,0.014303,-0.041764
0.261721,0.251700,0.000000,-0.009021,0.037759,-0.041764
0.261685,0.251664,0.000000,-0.009031,0.037759,0.010012
0.261652,0.251632,0.000000,-0.009066,0.030322,-0.041764
0.261602,0.251581,0.000000,-0.009145,0.034040,-0.053206
0.261556,0.251535,0.000000,-0.009193,0.034040,-0.041764
0.261528,0.251508,0.000000,-0.009212,0.037759,-0.030322
0.261462,0.251442,0.000000,-0.009286,0.034040,-0.041764
0.261410,0.251390,0.000000,-0.009319,0.014303,-0.041764
0.261363,0.251342,0.000000,-0.009376,0.037759,-0.053206
0.261312,0.251291,0.000000,-0.009414,0.021740,-0.041764
0.261322,0.251302,0.000000,-0.009419,0.034040,-0.032038
0.261254,0.251234,0.000000,-0.009471,0.034040,-0.041764
0.261190,0.251170,0.000000,-0.009536,0.054064,-0.041764
0.261184,0.251164,0.000000,-0.009560,0.037759,-0.053206
0.261129,0.251108,0.000000,-0.009606,0.061502,-0.041764
0.261060,0.251039,0.000000,-0.009679,0.037759,-0.032038
0.261027,0.251007,0.000000,-0.009700,0.014303,-0.052920
0.261036,0.251015,0.000000,-0.009703,0.034040,-0.062932
0.260963,0.250942,0.000000,-0.009783,0.054064,-0.030608
0.260865,0.250844,0.000000,-0.009882,0.018021,-0.041764
0.260818,0.250797,0.000000,-0.009916,0.018021,-0.010584
0.260775,0.250754,0.000000,-0.009965,0.034040,-0.062932
0.260705,0.250684,0.000000,-0.010035,0.037759,-0.062932
0.260625,0.250604,0.000000,-0.010120,0.034040,-0.020596
0.260549,0.250528,0.000000,-0.010190,0.057783,-0.010584
0.260480,0.250460,0.000000,-0.010251,0.054064,-0.031752
0.260416,0.250396,0.000000,-0.010325,0.014303,-0.041764
0.260376,0.250355,0.000000,-0.010344,0.037759,-0.052920
0.260350,0.250329,0.000000,-0.010389,0.037759,-0.031752
0.260260,0.250239,0.000000,-0.010466,0.014303,-0.084100
0.260244,0.250223,0.000000,-0.010502,0.034040,-0.062932
0.260181,0.250160,0.000000,-0.010549,0.034040,-0.062932
0.260121,0.250100,0.000000,-0.010617,0.030322,-0.041764
0.260070,0.250050,0.000000,-0.010672,0.034040,-0.072944
0.259984,0.249964,0.000000,-0.010767,0.030322,-0.041764
0.259948,0.249927,0.000000,-0.010793,0.034040,-0.072944
0.259904,0.249884,0.000000,-0.010826,0.050346,-0.084100
0.259863,0.249842,0.000000,-0.010864,0.050346,-0.072944
0.259771,0.249750,0.000000,-0.010951,0.038045,-0.062932
0.259697,0.249677,0.000000,-0.011040,0.054064,-0.000858
0.259628,0.249608,0.000000,-0.011111,0.058069,-0.041764
0.259534,0.249513,0.000000,-0.011203,0.054064,-0.041764
0.259499,0.249478,0.000000,-0.011238,0.034040,-0.031752
0.259438,0.249417,0.000000,-0.011282,0.054064,-0.051776
0.259382,0.249361,0.000000,-0.011361,0.018021,-0.074088
0.259310,0.249289,0.000000,-0.011428,0.038045,-0.062932
0.259230,0.249210,0.000000,-0.011525,0.058069,-0.042908
0.259183,0.249162,0.000000,-0.011557,0.058069,-0.074088
0.259118,0.249097,0.000000,-0.011621,0.050346,-0.062932
0.259030,0.249010,0.000000,-0.011710,0.050346,-0.062932
0.258986,0.248965,0.000000,-0.011745,0.074088,-0.041764
0.258930,0.248910,0.000000,-0.011810,0.058069,-0.062932
0.258858,0.248838,0.000000,-0.011879,0.054064,-0.072944
0.258783,0.248762,0.000000,-0.011946,0.034040,-0.064076
0.258686,0.248665,0.000000,-0.012064,0.034040,-0.062932
0.258633,0.248612,0.000000,-0.012101,0.061788,-0.031752
0.258580,0.248560,0.000000,-0.012148,0.054064,-0.074088
0.258540,0.248519,0.000000,-0.012211,0.058069,-0.052920
0.258427,0.248406,0.000000,-0.012314,0.034040,-0.041764
0.258349,0.248328,0.000000,-0.012395,0.054064,-0.041764
0.258258,0.248237,0.000000,-0.012481,0.034040,-0.031752
0.258192,0.248172,0.000000,-0.012544,0.054064,-0.062932
0.258122,0.248101,0.000000,-0.012627,0.034040,-0.052920
0.258003,0.247983,0.000000,-0.012722,0.038045,-0.072944
0.257920,0.247900,0.000000,-0.012826,0.077807,-0.041764
0.257857,0.247836,0.000000,-0.012880,0.058069,-0.031752
0.257771,0.247751,0.000000,-0.012965,0.058069,-0.062932
0.257689,0.247668,0.000000,-0.013051,0.034040,-0.062932
0.257565,0.247545,0.000000,-0.013161,0.070083,-0.052920
0.257496,0.247475,0.000000,-0.013248,0.054064,-0.041764
0.257418,0.247397,0.000000,-0.013332,0.054064,-0.084100
0.257336,0.247316,0.000000,-0.013388,0.046341,-0.062932
0.257301,0.247280,0.000000,-0.013465,0.050346,-0.052920
0.257178,0.247158,0.000000,-0.013574,0.054064,-0.062932
0.257051,0.247030,0.000000,-0.013692,0.054064,-0.062932
0.256941,0.246921,0.000000,-0.013791,0.038045,-0.062932
0.256855,0.246835,0.000000,-0.013880,0.058069,-0.084100
0.256776,0.246755,0.000000,-0.013965,0.074088,-0.074088
0.256697,0.246676,-0.000576,-0.014036,0.050346,-0.020596
0.256600,0.246579,0.000000,-0.014142,0.054064,-0.062932
0.256497,0.246476,0.000000,-0.014238,0.054064,-0.041764
0.256330,0.246310,0.000000,-0.014397,0.058069,-0.051776
0.256260,0.246239,0.000000,-0.014475,0.074088,-0.084100
0.256172,0.246151,0.000000,-0.014576,0.058069,-0.062932
0.256024,0.246003,0.000000,-0.014716,0.074088,-0.062932
0.255921,0.245901,0.000000,-0.014811,0.058069,-0.072944
0.255810,0.245790,0.000000,-0.014920,0.054064,-0.084100
0.255711,0.245691,0.000000,-0.015024,0.074088,-0.062932
0.255613,0.245592,0.000000,-0.015141,0.034040,-0.062932
0.255499,0.245479,0.000000,-0.015231,0.050346,-0.072944
0.255374,0.245353,0.000000,-0.015359,0.050346,-0.094112
0.255285,0.245264,0.000000,-0.015452,0.074088,-0.062932
0.255173,0.245152,0.000000,-0.015566,0.050346,-0.062932
0.255087,0.245066,0.000000,-0.015647,0.054064,-0.104124
0.254987,0.244966,0.000000,-0.015734,0.054064,-0.082956
0.254906,0.244885,0.000000,-0.015829,0.054064,-0.062932
0.254765,0.244744,0.000000,-0.015962,0.070083,-0.062932
0.254665,0.244645,0.000000,-0.016079,0.077807,-0.074088
0.254571,0.244550,0.000000,-0.016175,0.070083,-0.084100
0.254428,0.244407,0.000000,-0.016309,0.074088,-0.041764
0.254321,0.244300,0.000000,-0.016417,0.077807,-0.062932
0.254210,0.244189,0.000000,-0.016555,0.074088,-0.072944
0.254067,0.244047,0.000000,-0.016662,0.094112,-0.052920
0.253954,0.243933,0.000000,-0.016790,0.054064,-0.074088
0.253805,0.243784,0.000000,-0.016944,0.074088,-0.084100
0.253670,0.243649,-0.000384,-0.017089,0.074088,-0.062932
0.253538,0.243517,0.000000,-0.017202,0.069797,-0.084100
0.253393,0.243373,0.000000,-0.017351,0.074088,-0.094112
0.253285,0.243265,0.000000,-0.017458,0.074088,-0.084100
0.253129,0.243109,0.000000,-0.017614,0.074088,-0.084100
0.252965,0.242944,-0.000576,-0.017771,0.078379,-0.062932
0.252885,0.242864,0.000000,-0.017863,0.069797,-0.105268
0.252767,0.242746,-0.000960,-0.017992,0.042622,-0.062932
0.252632,0.242611,0.000000,-0.018119,0.094112,-0.084100
0.252519,0.242498,0.000000,-0.018228,0.090107,-0.084100
0.252353,0.242332,0.000000,-0.018387,0.074088,-0.052920
0.252231,0.242210,0.000000,-0.018523,0.069797,-0.105268
0.252118,0.242098,0.000000,-0.018641,0.074088,-0.074088
0.251962,0.241941,0.000000,-0.018781,0.094112,-0.084100
0.251814,0.241793,0.000000,-0.018922,0.074088,-0.031752
0.251710,0.241689,0.000000,-0.019048,0.074088,-0.084100
0.251545,0.241525,0.000000,-0.019207,0.098403,-0.062932
0.251420,0.241399,0.000000,-0.019325,0.078379,-0.062932
0.251313,0.241293,0.000000,-0.019429,0.078379,-0.095256
0.251172,0.241151,-0.000576,-0.019569,0.054064,-0.095256
0.251003,0.240983,0.000000,-0.019731,0.090107,-0.105268
0.250859,0.240838,0.000000,-0.019901,0.074088,-0.084100
0.250723,0.240702,0.000000,-0.020031,0.090107,-0.094112
0.250559,0.240538,0.000000,-0.020190,0.090107,-0.105268
0.250385,0.240364,0.000000,-0.020359,0.074088,-0.072944
0.250233,0.240212,0.000000,-0.020512,0.074088,-0.115280
0.250089,0.240069,0.000000,-0.020661,0.078379,-0.062932
0.249924,0.239903,0.000000,-0.020823,0.069797,-0.095256
0.249749,0.239728,0.000000,-0.021002,0.074088,-0.084100
0.249565,0.239545,0.000000,-0.021195,0.094112,-0.084100
0.249434,0.239413,0.000000,-0.021316,0.094112,-0.084100
0.249271,0.239250,0.000000,-0.021473,0.098403,-0.084100
0.249120,0.239100,0.000000,-0.021652,0.074088,-0.084100
0.248917,0.238896,0.000000,-0.021826,0.090107,-0.074088
0.248770,0.238749,0.000000,-0.021966,0.090107,-0.084100
0.248607,0.238587,0.000000,-0.022140,0.090107,-0.095256
0.248447,0.238426,0.000000,-0.022300,0.090107,-0.105268
0.248250,0.238230,0.000000,-0.022510,0.078379,-0.105268
0.248067,0.238046,-0.000384,-0.022678,0.089821,-0.125864
0.247922,0.237901,0.000000,-0.022829,0.069511,-0.105268
0.247707,0.237687,0.000000,-0.023039,0.098689,-0.095256
0.247529,0.237508,0.000000,-0.023226,0.094398,-0.105268
0.247360,0.237340,-0.000576,-0.023395,0.074088,-0.105268
0.247152,0.237132,0.000000,-0.023597,0.114136,-0.084672
0.246996,0.236976,-0.000576,-0.023759,0.114136,-0.125864
0.246781,0.236761,0.000000,-0.023968,0.103266,-0.105268
0.246593,0.236572,0.000000,-0.024148,0.114136,-0.105268
0.246410,0.236389,0.000000,-0.024331,0.109845,-0.115566
0.246216,0.236196,0.000000,-0.024541,0.094398,-0.094970
0.246037,0.236016,0.000000,-0.024724,0.094398,-0.136448
0.245846,0.235825,0.000000,-0.024898,0.089821,-0.094970
0.245623,0.235603,-0.000384,-0.025131,0.109559,-0.125864
